response,labels
"Dear Sir/Madam,
 I came to know through one of your college students that you are conducting a special workshop for management students. I am studying name of course in name of institute and would like to attend it. I would like to know if there is any application to be submitted. If so, I request you to send me the application form to my address.
 The training programs you conduct are popular in the industry, and I want to take advantage of this opportunity. I understand that several big names in the industry are associated with the program. Lot many students belonging to various colleges are interested in participating in the training program and get benefitted. 
 Please inform me through email, or you can contact me on my telephone number xxxx.
 Looking forward to hearing from you.",0
"Dear Mr/Ms name of the concerned person,
 I have seen your advertisement regarding the vacancy for the post of a receptionist in mention where you saw the advertisement dated give date of advertisement. I am interested to apply for the post.
 I have a graduate degree in mention subject and a diploma mention if any. Currently, I am working with name of company as a receptionist. Before this, I worked for give name for xxx years.
 As I have exposure in name of the industry industry for five years, I am well versed with the various formalities and procedures in the industry. If you find my profile suitable for this post, please contact me through email or telephone. My number is xxxxxxxx.
 Looking forward to hearing from you,",0
"Dear xyz,
 I hereby write to apply for the xyz job opening with xyz recently advertised on your career portal. I am a graduate in xyz with xxx years of experience in business administration and financial management. After carefully reviewing the job requirements, I believe I can make an asset to your company.
I am working for xxxx in the xyz department. For the past xxx years, I have engaged to customer service operations, responding to inquiries, processing bank transactions, recording banking details, and advising customers of business operations. In this position, I have demonstrated customer orientation, customer service, and communication skills. 
 In my work experience, I have acquired skills in financial products, marketing, and business advisory. I have strong interpersonal skills, a high mathematical aptitude, and integrity. I believe that my skills and experience in the banking sector will make a great contribution to your bank. My understanding of trending banking technology and computer application will bring value to your service to customers.
 I hope to hear more about what are your expectations for this position. Kindly consider this application. 
 Your Sincerely",0
"Dear xyz,
 This letter is to formally notify you of a payment xxx days overdue on invoice number xxxx. The payment was overdue by date. You have been a good customer to our company and we would be disappointed to lose you.
We hereby request that you settle this payment at your earliest since our company xyz has a financial audit scheduled for xyz. Kindly make this payment at the latest xxxx. It is company policy to suspend doing business with companies with overdue payments for xxxx days. 
 Please disregard this letter if you have made the payment and send support documents to our email  xyz. If otherwise, kindly release the payment immediately. Legal measures will be taken if this payment is due after xxxx days. I herewith enclose the invoice for your reference. Please do not hesitate to contact me if you have any doubts or inquiries. 
 We hope that you will regard this matter with priority and make the overdue payment soon.
Thank you for your time and consideration.
 Yours Faithfully,",0
"Dear xyz,
Having been accepted to name for the year fall term to pursue a Bachelor in Architecture, I am writing to express my desire to participate in the University Leadership Scholarship Program. For as long as I can remember, I have had a strong passion for architecture, my favorite Texas landmark being the pink granite edifice of the State Capitol. I am particularly excited by the opportunity to join a network of leaders who help to maintain UT Austin reputation as a world-leading public research university.
 My parents came to Texas as immigrants and have worked tirelessly in low paid jobs to provide for our family. If I am accepted to the program, I would be the first member of my family to benefit from a college education. My goal is to use my education to give back to the community. I want to specialize in designing affordable and environmentally sustainable housing. My passion for this field was inspired by my winning virtual city design for the National Future City competition, and I am all too aware of the impact of high housing costs and environmental destruction on underprivileged communities. 
 Servant leadership is the philosophy I intend to follow as a program participant and alumni. I want society to benefit from my education and UT Austin to gain prestige as an institution providing innovation for the greater good. This scholarship would enable me to achieve these aims. In fact, my high school principal is an alumnus of the program. She has been a huge inspiration to me and many others, and I hope to follow her example should I be accepted.
 Please get in touch to arrange a meeting with me. I would love to tell you more about my upbringing and my desire to give back to my community through my further education.
 Best Regards,",0
"Dear xyz,
 I was truly elated when my student project on cash flow improvement won the first prize in a local business club contest.xxx months after that, my solution was implemented at a construction company where it cut change orders processing time by xxx.
 I must admit it was no random win, though. I always had a strong desire to pursue a career as a leader in the xyz function. As I believe the only way of reaching this goal is through adopting a results-oriented attitude reflected in initiative and accountability, I used my time at university to develop these. I also gained hands-on quantitative, analytical, and problem-solving skills by completing such courses as:
 List of Courses 
 I would love to demonstrate to you that my GPA of xxx does not just show my commitment to learning but also reflects my inherent passion for finances and propensity to grow among like-minded people.
 When xyz told me about an internship opportunity with xyz company, I knew this was an unmissable occasion for further growth, surrounded by outstanding xyz professionals.
 Could we schedule an appointment next week to discuss how I could contribute to the xyz Leadership Development Program and help your company find optimal solutions to its current business needs? 
 Best Regards,",0
"Dear xyz,
 With great pleasure, I would like to submit my application for the xyz In xyz program at the Department of xyz at xyz. After recently completing my xyz studies, this graduate program is the perfect path forward for me towards my goal of joining the xyz Institute.
As a graduate of xyz University xyz program, I was fortunate enough to be mentored by some of the greatest minds in these fields. Under their tutelage, I have honed my observational and analytical skills, as well as my knowledge of report-taking and reading measurements. I also had the life-changing experience of working with the preeminent polar explorer, ABC, on her summer quantifying the rapidly receding coastline of the xyz.
 Below my signature, you will find the application documents requested from me from the university website. If there is anything further from me you need, please give me a call, and I will get to it right away. Thank you very much for your time and consideration of my graduate school application 
 Sincerely,",0
"Dear xyz,
 Having been a librarian assistant at the xyz University Campus Library, I am quite fond of working amidst the stacks. When I saw your Indeed posting for a librarian at the xyz Library, it immediately excited me. Though I love assisting college students and other older visitors with their requests, I would love to use my natural enthusiasm for books to inspire the general public and younger children, which this job would allow me to do. 
 As a library assistant, I have had the opportunity to chalk up several successes during my 2 and more years at the xyz University Campus Library. These include:
 Earned the Library Instruction Section Innovation Award in xxx year from the xxx.
 Digitized over xxx items from the backlog in the microfilm collection.
 Overhauled the Friends of xxx Library website, increasing readership by xx%.
 As I hope my award and achievements show, I love working around books. I enjoy helping others enjoy their books, and I take great pride in my friendly personality and helpful character. I know I would be a great fit at the xyz Library because I would bring these same traits with me.
 If you would kindly take the time, I would be happy to discuss in more detail how I can be the ideal candidate for the librarian job position.
 Sincerely, 
 abc",0
"Dear xyz,
 This is to bring to your kind attention that I am account holder in your prestigious bank. My account no. is xxxx. I am totally satisfied with the services provided by your bank. Your employees are very much customer oriented. 
 My old cheque book has just finished, and I would require a new one on an urgent basis to do my transactions. I would be very grateful to you if you could do the needful on an urgent basis and issue me a new cheque book. 
 Your active action in this regard will be highly appreciated. 
 Thanking you,
Yours sincerely,",3
"Dear Name of the recipient, 
 I would like to bring to your kind attention that Name of the candidate has applied in our organization for the post of the position of vacancy. As a company policy, we have asked for three references and have been given your name as first reference. I know that he has worked for your organization for time period in months or years, so you must be well aware of his strong and weak points. I would be really thankful to you if you could give us more information regarding his professional strengths as we have shortlisted him for the profile.
 Your early response in this regard will be highly appreciated. 
 Thanking you, 
 Yours Sincerely,",3
"Dear Name of the recipient 
 This is with regard to the launch of your new product xxx in the market. I would like to congratulate you and wish you luck in this endeavour. The product has garnered immense support from the media. We are also enthusiastic to purchase it.
 We are enthusiastic to purchase it. We would be thankful if you could mail us the detailed information booklet of the product. We are in the process of taking a decision. It would help if you could do the needful at the earliest. 
 Thank you. 
 Yours sincerely,",3
"Dear Name of the recipient 
 We saw your advertisement in name of the source dated date on which the advertisement was displayed and we are interested in doing business with your company. 
 I am writing on behalf of our company, name of the company offering a range of products name of the products
 We would like to know the list of the products you would be offering along with the prices for the same. Also, we would appreciate if you send the terms and conditions along with those above. 
 We are looking forward to your response. Thank You. 
 Yours faithfully,",3
"Dear xyz, 
 This is to bring to your kind attention that I hold an account in your reputed organisation. My account no. is xxxxxx. I am totally satisfied with your services and security policies. I would be grateful to you if you could provide me details on my latest transactions and give me up to date credit report. I would need the same for tax purposes. 
 I would appreciate it if you keep the details confidential. I also request you to add my contact details for promotional offers of yours. Please feel free to contact me if you need any further information. 
 Thanking you, 
 Yours truly",3
"Dear Name of the recipient 
 Good day! 
 My name is xyz and I am a/an xyz from xyz. I have been following your works for the past xxx years and I have been impressed by your dedication and your understanding of the whole spectrum of the media industry. I am writing to ask for a fraction of your time to meet me for an interview. I would just like to ask for your insights and suggestions on where I could improve my skills as a xyz Professional. 
 I am a journalism graduate from XYZ University. I have been impressed by your works in numerous magazines xyz and xyz. I happen to be engrossed in the same field of interests and it would be great to hear your ideas on how to best deliver these topics to the masses. 
 I would greatly appreciate the opportunity to meet you and get your feedback on my writing ability along with how I can best use it in the field that I have chosen. I will bring my portfolio with me and I will call your office to set up a convenient time. Thank you very much as I look forward to meeting you. 
 Thanking you, 
 Yours truly",3
"Dear Name of the recipient 
 I would like to present my request for a salary increment. I have been working in your organization for the last xxx years, and I have always performed my duty wholeheartedly and never given cause for complaint. In the present economic circumstances, my salary is insufficient to support myself and my family, and I sincerely hope that you will favourably consider my request for a salary increment. 
 Thank you very much for your time and consideration. 
 Thanking you, 
 Yours truly",3
"Dear Name of the recipient 
 I am writing to inquire about the product your company has recently launched. Our company, xyz Company, which is Nature of Business, is interested in purchasing computers for our newly built office. 
 We have learned from an internet ad that you have launched a new model of computers which seems to suit our companyâ€™s needs. However, it would be great to know about the product more. Therefore, I would like to ask if you could send us a product catalog along with a reasonable price offer for bulk purchases. 
 Thanking you, 
 Yours truly",3
"Dear Name of the recipient 
 xyz, the Manager of xyz Company suggested that I contact you given my interest in exploring a career incorporation law. I would appreciate the opportunity to spend xxx minutes with you for an informational interview to help guide my curricular and career decisions. I have enclosed in this letter my resume to give you a sense of my background. 
 Thank you so much for your consideration. I admire your work so much and following your works, I could see that you have done what I hope to do: graduate from xyz University and establishing a law firm that is focused on helping different corporations. Any guidance you may provide me would be greatly appreciated.
 Thanking you, 
 Yours truly",3
"Dear Name of the recipient 
 We are writing to inform you that we are interested on the goods that you are offering and we would like to ask for a price quote for the following items: 
 List of All Items 
 We are also asking if you can give us the best possible price for such goods. We are looking at a long term partnership since we will be permanently using those goods for our products and services. 
 Thanking you,
 Yours truly",3
"Hi ABC, 
 I hope you are doing great. We met at the APM Conference last month, where we talked about your career at Facebook. I am currently at  resume Worded working as a business analyst. 
 I have been figuring out my next caree move, and product management seems like a great fit for my experience. Facebook is a dream company for me, and if it is okay with you, I would love to ask you a few questions about your experience there and if you also think PM is the right fit for me. 
 Do you have time for a quick coffee next week I can come to your office or wherever is most convenient for you. I would really appreciate it.
 Best, 
 XYZ ",6
"Hi ABC, 
 Thank you so much for taking the time to present at the Resume Worded Career Fair and for speaking with me for a few minutes afterward. It was great to have the opportunity to hear more about Resume Worded and its internship program. 
 If it is OK with you, could we stay in contact if I have any questions? 
 Thanks, 
 XYZ",6
"Dear ABC 
 I would like to  express my deep interest in entering a position as an editorial assistant for your publishing company.
 As a recent graduate with writing, editing, and administrative experience, I believe I am a strong candidate for a position at the 123 Publishing Company.
 You specify that you are looking for someone with strong writing skills. As an English major at DEF University, a writing tutor, and an editorial intern for both a government magazine and a college marketing office, I have become a skilled writer with a variety of publication experience. 
 My maturity, practical experience, attention to detail, and eagerness to enter the publishing business will make me an excellent editorial assistant. I would love to begin my career with your company and am confident that I would be a beneficial addition to the 123 Publishing Company.
 I have attached my resume to this email and will call within the next week to see if we might arrange a time to speak together.
 Thank you   so much for your time and consideration. 
 Sincerely, 
 XYZ",6
"Dear ABC ,
 I am interested in the part time sales associate position at QSD Company. I read the posting on Monster.com with interest, and I feel that my experience would be valuable to your firm. My communication skills and attention to detail are assets that I have been able to utilize in my previous sales positions.
 I have extensive retail experience, having worked at small boutiques as well as large department stores. In these jobs, I was often praised for my attention to detail. I was particularly skilled at spotting items that were out of place, and quickly returning them to their appropriate locations in the store.
 I also have strong communication skills. I am able to interact with clients in a friendly, approachable manner. In my last position, I interacted with over 50 clients daily. I was named Employee of the Month for three months in a row, and was recognized for my contribution to a 10 percent yearly increase in sales in my department. 
 I would appreciate the opportunity  to meet with you regarding this position. I am available flexible hours, and I believe that you would find me to be an asset to your company.
 Sincerely, 
 XYZ",6
"Dear ABC,
 I am interested in applying for the office assistant position that was listed on CareerBuilder. 
 I have experience in scheduling appointments and communicating with clients, and I am familiar with a variety of phone systems. My communication skills are excellent I have been praised for my ability to communicate with clients effectively on the phone, in person, and over email. 
 I also have training on a variety of software programs and systems, including Microsoft Excel, Adobe InDesign, DocuSign, and more. I recently led a workshop for office staff at my previous job on how to effectively use SharePoint. I am a fast learner who is skilled at mastering computer software. 
 My schedule is flexible, and I would be available to work at your convenience. I hope to schedule an  interview at a mutually convenient time. I look forward to  speaking with you. 
 Thank you for your consideration.
 Sincerely, 
 XYZ",6
"Hi Patrick, 
 You and I met at the APM Conference last year, where we spoke about your role at Facebook. My apologies for not keeping in touch after the conference! I hope it is okay to reach out today. 
 I have been figuring out my next career move, and product management seems like a great fit for my experience. Facebook a dream company for me, and if it is okay with you, I would love to ask you a few questions about your experience there and if you also think PM is the right fit for me. 
 Do you have time for a 10-15 minute phone call next week I would really appreciate it. 
 Best, 
 XYZ ",6
"Hi ABC, 
 This is ABC. You and I met at event and talked briefly about subject. I apologize for falling out of touch and hope you have been well. 
 My family and I are planning a move to city, and I would love to hear your thoughts on the area since I see you are living there now. What is your experience been like Do you have any advice for a newcomer  
 Warm regards, 
 XYZ ",6
"Hey ABC, 
 It is been a while It looks like you have been doing some exciting things since we worked together at QSD. How is your current job going 
 I am sure things are busy, but is there a day soon when you might be free to catch up over lunch or coffee? It would be great to reconnect. I hope youâ€™ve been well. 
 Take care, 
 XYZ",6
"Hi ABC, 
 I hope this email finds you well. I wanted to reach out to you because I am looking for a new job in desired industry. I remember that you used to work for QSD, which is somewhere I have had my eye on for a while. Are you still in touch with anyone there If so, would you be willing to introduce me 
 If you know of any other job opportunities, I would love to hear about those as well. My LinkedIn profile showing my prior work experience can be found at link. Thanks in advance for your help and please let me know if there is anything I can do for you in return 
 Best, 
 XYZ ",6
"Hey ABC, 
 It is been a while and I just wanted to say a quick hello. Hope you and your family are doing well.
 Congratulations on new job, life event, etc, by the way I saw your post on Linkedin how exciting How has that been going? 
 All the best, 
 XYZ",6
"Hello abc, 
 Thank you for applying to the JOB TITLE position at COMPANY NAME.We have reviewed your application materials carefully, and we are excited to invite you to interview for the role. 
 Your interview will be conducted and last roughly 20. to 25 mins You will be speaking with XYZ, our XYZ JOB TITLE here at COMPANY NAME.Please let us know when you are available during the following times 
 DAY, DATE  TIME, TIME ZONE 
 DAY, DATE  TIME, TIME ZONE 
 DAY, DATE TIME, TIME ZONE 
 Thanks again for your interest in joining the COMPANY NAME team. We are looking forward to speaking with you. 
 Best,
 XYZ 
  EMAIL SIGNATURE",4
"Hello abc,
 I came across your profile on WEBSITE or SOURCE and was interested in your recent work in the specific FIELD.I akilom a recruiter at COMPANY NAME, and we are looking for a JOB TITLE that I think you would be a good fit for.I would love to hear more about you and tell you about the role. Are you free this week for a quick TT minute call? I am available at the following times 
 DAY, DATE  TIME, TIME ZONE 
 DAY, DATE  TIME, TIME ZONE 
 DAY, DATE TIME, TIME ZONE 
 Please let me know if any of these times work for you.
 Looking forward to hearing from you.
 Best,
 XYZ 
 EMAIL SIGNATURE",4
"Hello abc, 
 Thank you for your application to the JOB TITLE role at COMPANY NAME.
 We would like to invite you to interview for the role with XYZ.The interview will last 30 to 45 mins in total.Please reply to this email directly with your availability during the following date and time options 
 DAY, DATE  TIME, TIME ZONE 
 DAY, DATE  TIME, TIME ZONE 
 DAY, DATE  TIME, TIME ZONE 
 We look forward to speaking with you.
 Sincerely,
 XYZ 
 EMAIL SIGNATURE",4
"Hello abc,
 Thank you for applying to the JOB TITLE position at COMPANY NAME.
 After reviewing your application, we are excited to move forward with the interview process.
 We would like to schedule a TT to TT min phone call with XYZ. Below are some date and time options 
 DAY, DATE  TIME, TIME ZONE 
 DAY, DATE  TIME, TIME ZONE 
 DAY, DATE  TIME, TIME ZONE 
 Please reply directly to this email and let me know if you are available at any of the above times. From there, I will coordinate with XYZ and send you an email with a calendar invitation to confirm the date and time.
 Best,
 XYZ 
 EMAIL SIGNATURE",4
"Hello abc, 
 Thank you for applying to the JOB TITLE position at COMPANY NAME.
 After reviewing your application, we would like to invite you to interview with XYZ.So we can get to know you better, the interview will be conducted over video using VIDEO CONFERENCING PLATFORM and last about 45 to 60 mins in total.We want you to be able to plan accordingly, so we have provided a list of date and time options over the next week. Please take a look and let us know which date is best for you. 
 DAY, DATE  TIME, TIME ZONE 
 DAY, DATE  TIME, TIME ZONE 
  DAY, DATE  TIME, TIME ZONE 
 We are looking forward to continuing the conversation.
 Best, XYZ 
  EMAIL SIGNATURE",4
"Position 
 Job title 
 Your title will be Job title, and you will report to the Company Manager job title.
 Working schedule 
 This is a full time or part time position requiring approximately example 40 hours. Your regular weekly schedule will be example Monday to Friday 09 am to 5 pm. 
 Employment Relationship
 Employment with the Company is for no specific period of time. Your employment with the Company will be at will meaning that either you or the Company may terminate your employment at any time and for any reason, with or without cause. Any contrary representations that may have been made to you are superseded by this letter agreement. This is the full and complete agreement between you and the Company on this term. Although your job duties, title, compensation and benefits, as well as the Company personnel policies and procedures, may change from time to time, the at will nature of your employment may only be changed in an express written agreement siged by you and a duly authorized officer of the Company 
  Cash Compensation 
 Salary 
 The Company will pay you a starting salary at the rate of amount annual salary per year, payable in accordance with the Company standard payroll schedule, beginning start day and you will receive your first paycheck on date. This salary will be subject to adjustment pursuant to the Company employee compensation policies. 
 Tax withholding 
 All forms of compensation referred to in this letter agreement are subject to reduction to reflect applicable withholding and payroll taxes and other deductions required by law. 
 Tax advice 
 You are encouraged to obtain your own tax advice regarding your compensation from the Company. You agree that the Company does not have a duty to design its compensation policies in a manner that minimizes your tax liabilities and you will not make any claim against the Company or its Board of Directors related to tax liabilities arising from your compensation. 
  Bonus  potential 
 In addition, you will be eligible to be considered for an incentive bonus for each fiscal year of the Company. The bonus will be awarded based on objective or subjective criteria established by the Company Chief Executive Officer and approved by the Company Board of Directors. Your target bonus will be equal to percent of your annual base salary. Any bonus for the fiscal year in which your employment begins will be prorated, based on the number of days you are employed by the Company during that fiscal year. Any bonus for a fiscal year will be paid within few months after the close of that fiscal year, but only if you are still employed by the Company at the time of payment. The determinations of the Company Board of Directors with respect to your bonus will be final and binding. 
  Employee benefits 
 As a regular employee of the Company, you will be eligible to participate in a number of Company sponsored benefits. 
 The Company offers a comprehensive employee benefits program, including 
 Vacation policy 
 You will be eligible for number of days of paid vacation leave per year. Paid time off is additional to sick days, bank holidays and days that the company does not operate.
 Private health and dental insurance plan.
 As all Company employees, you will be eligible for the private health and dental insurance plan we provide. Specific terms and conditions may change upon vendor decision. 
 Stock Options 
 Subject to the approval of the Company Board of Directors or its Compensation Committee, and following the adoption by the Company of an equity incentive plan, you will be granted an option to purchase shares of the Common Stock of the Company or of its parent. The exercise price per share of the Option will be determined by the Board of Directors or the Compensation Committee when the Option is granted. The Option will be subject to the terms and conditions applicable to options granted under the Company Stock Plan, as described in the Plan and the applicable Stock Option Agreement. You will vest in TWENTY FIVE percent of the Option shares after 12 months of continuous service, and the balance will vest in equal monthly installments over the next 36 months of continuous service, as described in the applicable Stock Option Agreement. 
 Privacy and Confidentiality Agreements
 Privacy Agreement 
 You are required to observe and uphold all of the Company privacy policies and procedures as implemented or varied from time to time. Collection, storage, access to and dissemination of employee personal information will be in accordance with privacy legislation. 
 Conflict of Interest policy
 While you are employed at this Company, you will not engage in any other employment, consulting or other business activity whether full time or part time that would create a conflict of interest with the Company. By signing this letter of agreement, you confirm that you have no contractual commitments or other legal obligations that would prohibit you from performing your duties for the Company. 
 Proprietary Information and Inventions Agreement.
 Like all Company employees, you will be required, as a condition of your employment with the Company, to sign the Company standard Proprietary Information and Inventions Agreement. 
  Termination Conditions
 The Company reserves the right to terminate employment of any employee for just cause at any time without notice and without payment in lieu of notice. The Company will be entitled to terminate your employment for any reason other than for just cause, upon providing to you such minimum notice as required by law. 
  Interpretation, Amendment and Enforcement 
 This letter agreement supersedes and replaces any prior agreements, representations or understandings between you and the Company and constitute the complete agreement between you and the Company regarding the subject matter set forth herein. This letter agreement may not be amended or modified, except by an express written agreement signed by both you and a duly authorized officer of the Company. 
 You may indicate your agreement with these terms and accept this offer by signing and dating this agreement by date. Upon your acceptance of this employment offer, Company name will provide you with the necessary paperwork and instructions.
 Sincerely,
 XYZ",5
"Position 
 Job Title 
 Your title will be Job title, and you will report to the Company Manager job title. 
 Work Schedule 
 This is a full time or part time position requiring approximately example 40 hours per week. Your regular weekly schedule will be example Monday to Friday 9 am to 5 pm.For remote work options and flexible hours, see the Benefits section. 
 Employment Relationship
 Employment with the Company is for no specific period of time. Your employment with the Company. Any contrary representations that may have been made to you are superseded by this letter agreement. This is the full and complete agreement between you and the Company on this term. Although your job duties, title, compensation and benefits, as well as the Company personnel policies and procedures, may change from time to time, the at will nature of your employment may only be changed in an express written agreement signed by you and a duly authorized officer of the Company. 
 Cash Compensation 
 Salary 
 The Company will pay you a starting salary at the rate of amount annual salary per year, payable in accordance with the Company standard payroll schedule, beginning and you will receive your first pay on date. This salary will be subject to adjustment pursuant to the Company employee compensation policies in effect at the time.
 Tax Withholding
 All forms of compensation referred to in this letter agreement are subject to reduction to reflect applicable withholding and payroll taxes and other deductions required by law. 
 Tax Advice 
 You are encouraged to obtain your own tax advice regarding your compensation from the Company. You agree that the Company does not have a duty to design its compensation policies in a manner that minimizes your tax liabilities and you will not make any claim against the Company or its Board of Directors related to tax liabilities arising from your compensation. 
 Bonus potential 
 In addition, you will be eligible to be considered for an incentive bonus for each fiscal year of the Company. The bonus will be awarded based on objective or subjective criteria established by the Company Chief Executive Officer and approved by the Company Board of Directors. Your target bonus will be equal to percent of your annual base salary. Any bonus for the fiscal year in which your employment begins will be prorated, based on the number of days you are employed by the Company during that fiscal year. Any bonus for a fiscal year will be paid within few months after the close of that fiscal year, but only if you are still employed by the Company at the time of payment. The determinations of the Company Board of Directors with respect to your bonus will be final and binding. 
  Employee benefits 
 As a regular employee of the Company, you will be eligible to participate in a number of Company-sponsored benefits.
 The Company offers a comprehensive employee benefits program, including 
 Flexible Hours 
 You will be eligible for number of work from home days per week, month or year.You can also occasionally adjust your daily working schedule upon manager approval, should you have any personal commitments. 
 Vacation Policy 
 You will be eligible for days of paid vacation leave per year. Paid time off is additional to sick days, bank holidays and days that the company does not operate. 
 Health and Dental Insurance 
 As all Company employees, you will be eligible for the health and dental insurance plan we provide. Specific terms and conditions may change upon vendor decision. 
 Remote Work 
 You will be eligible for number of days of remote work per year, upon manager approval. Mention any limitations, example You can request to work remotely after you have completed three months of employment with our company. 
 Training 
 As part of our professional development initiative for all employees, you will be eligible for an annual training budget. You can use this for educational materials, including books, subscriptions to online courses, tickets to conferences and workshops or other resources, upon managerial approval. Youâ€™re also eligible for tuition fee reimbursement, upon HR department approval. 
 Stock Options 
 Subject to the approval of the Company Board of Directors or its Compensation Committee, and following the adoption by the Company of an equity incentive plan, you will be granted an option to purchase shares of the Common Stock of the Company or of its parent.  The exercise price per share of the Option will be determined by the Board of Directors or the Compensation Committee when the Option is granted. The Option will be subject to the terms and conditions applicable to options granted under the Company Stock Plan, as described in the Plan and the applicable Stock Option Agreement. You will be able to vest in TT percent of the Option shares after TT months of continuous service, and the balance will vest in equal monthly installments over the next 36 months of continuous service, as described in the applicable Stock Option Agreement. 
  Privacy and confidentiality agreements
 Privacy Agreement
 You are required to observe and uphold all of the Company privacy policies and procedures as implemented or varied from time to time. Collection, storage, access to and dissemination of employee personal information will be in accordance with privacy legislation. 
 Conflict of Interest Policy 
 While you are employed at this Company, you will not engage in any other employment, consulting or other business activity whether full time or part time that would create a conflict of interest with the Company example freelance coding work for our competitor.By signing this letter of agreement, you confirm that you have no contractual commitments or other legal obligations that would prohibit you from performing your duties for the Company. 
 Proprietary Information and Inventions Agreement 
 Like all Company employees, you will be required, as a condition of your employment with the Company, to sign the Company standard Proprietary Information and Inventions Agreement. 
 Termination conditions
 The Company reserves the right to terminate employment of any employee for just cause at any time without notice and without payment in lieu of notice.The Company will be entitled to terminate your employment for any reason other than for just cause,upon providing to you such minimum notice as required by law. 
 Interpretation, Amendment and Enforcement 
 This letter agreement supersedes and replaces any prior agreements, representations or understandings between you and the Company and constitute the complete agreement between you and the Company regarding the subject matter set forth herein. This letter agreement may not be amended or modified, except by an express written agreement signed by both you and a duly authorized officer of the Company. 
 You may indicate your agreement with these terms and accept this offer by signing and dating this agreement by date. Upon your acceptance of this employment offer, Company name will provide you with the necessary paperwork and instructions.
 Sincerely,
 XYZ 
 Signatures  
 Company Representative Sign 
  Company Representative 
  Date 
 Applicant Sign  
 Applicant  
 Date",5
"Congratulations on your new role.Your new employment contract. 
 Dear abc,
 As discussed, we are happy to officially promote you to Senior Account Manager or Team Leaderas. 
 Attached you will find your updated contract that contains your new employment terms along with your compensation package and benefits. Please review and come by the HR office to sign it or send back signed via email until date. Feel free to reach out to me, should you have any questions. 
 We appreciate your hard work and commitment to the Company nameteam for the past two years. We are all looking forward to seeing you achieve great things in your new role. 
 Congratulations 
 Best,
 XYZ",5
"Dear abc,
 We are excited to announce that we are offering to extend your employment status from part time to full time, as of date.
 If you accept this offer, please find the terms and conditions of your new employment contract below 
 Position example You will be working as a Job title and reporting to the example Marketing department supervisor.
 Working hours example Monday to Friday 9 am to 5 pm, with a 20 minute break per day 
 Compensation example Your annual gross salary will be X 
 Bonus 
   Benefits example As a full time employee, you will be eligible for the benefits that Company name offers. These benefits include 
 Private health and dental insurance plan 
 days of paid vacation leave per year 
 Educational materials and expenses, subject to management approval. 
 You will also be eligible for any additional employee benefits that the company may provide in the future.
 To accept, sign and date this full time offer letter as indicated below and email it back to us by date. Feel free to contact the HR department or your supervisor, if you have any questions. 
  Sincerely,
 abc 
 Signatures 
 Company Representative Sign 
 Company Representative 
  Date 
 Employee Sign  
 Employee  
 Date",5
